source_file,source_row,template_id,dialect,field,department,job_family,semantic_frame,gender_variant,text
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2121,v6_msa_team_dependency,MSA,legal_government,legal_government,policy,team_reliance,masculine,يعتمد الفريق على محلل سياسات في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,976,v6_egy_job_ad,Egyptian,business_management,business_management,strategy,hiring_context,masculine,الشركة طالبة استشاري استراتيجية يشتغل في قسم الاستراتيجية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2784,v6_msa_department_assignment,MSA,media_creative,media_creative,broadcasting,department_membership,feminine,تعمل مذيعة في قسم الإعلام والإبداع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,409,v6_msa_workplace_context,MSA,healthcare,healthcare,therapy,workplace_membership,feminine,تشغل أخصائية علاج طبيعي دورًا مهنيًا داخل قسم العلاج الطبيعي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1782,v6_msa_interview_context,MSA,human_resources,human_resources,learning_development,selection_process,masculine,حضر أخصائي تعلم وتطوير مقابلة عمل في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,132,msa_cv_job_title,MSA,STEM,,,cv_profile,feminine,المسمى الوظيفي في السيرة الذاتية: باحثة ذكاء اصطناعي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2244,v6_egy_department_assignment,Egyptian,legal_government,legal_government,investigation,department_membership,masculine,محقق قانوني شغال في قسم القانون والحكومة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,628,v6_msa_cv_profile,MSA,education,education,research,professional_profile,feminine,توضح السيرة الذاتية أن صاحبتها تعمل كـ باحثة مساعدة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1183,v6_msa_performance_review,MSA,finance_accounting,finance_accounting,auditing,performance_evaluation,masculine,حصل مراجع حسابات على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,949,v6_egy_workplace_context,Egyptian,business_management,business_management,business_analysis,workplace_membership,masculine,محلل أعمال ليه دور مهم جوه قسم تحليل الأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2009,v6_egy_interview_context,Egyptian,human_resources,human_resources,payroll_hr,selection_process,feminine,مسؤولة رواتب موارد بشرية راحت إنترفيو في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,29,egy_profile_job_title,Egyptian,Business,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: رائد أعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,414,v6_msa_interview_context,MSA,healthcare,healthcare,therapy,selection_process,feminine,حضرت أخصائية علاج طبيعي مقابلة عمل في قسم الرعاية الصحية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,57,egy_cv_job_title,Egyptian,Legal_Government,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: محامية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,397,v6_egy_workplace_context,Egyptian,healthcare,healthcare,radiology,workplace_membership,feminine,فنية أشعة ليها دور مهم جوه قسم الأشعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1942,v6_egy_training_context,Egyptian,human_resources,human_resources,hr_management,professional_development,masculine,مدير موارد بشرية دخل تدريب عشان يطور مهاراته في الشغل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,376,egy_job_ad_title,Egyptian,Business,,,job_advertisement,masculine,عنوان الشغل في الإعلان: مسؤول مبيعات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,84,v6_egy_department_assignment,Egyptian,technology_it,technology_it,data_ai,department_membership,feminine,محللة بيانات شغالة في قسم تكنولوجيا المعلومات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2374,v6_egy_training_context,Egyptian,engineering_manufacturing,engineering_manufacturing,mechanical_engineering,professional_development,feminine,مهندسة ميكانيكا دخلت تدريب عشان تطور مهاراتها في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,659,v6_msa_training_context,MSA,education,education,academic_admin,professional_development,masculine,شارك منسق أكاديمي في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2663,v6_egy_daily_work_context,Egyptian,media_creative,media_creative,video,routine_work,feminine,مونتيرة فيديو بتتابع مهامها اليومية مع فريق الإعلام والإبداع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2498,v6_msa_role_responsibility,MSA,engineering_manufacturing,engineering_manufacturing,safety,professional_responsibility,masculine,يتولى مهندس سلامة مسؤوليات مهمة داخل قسم السلامة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1740,v6_egy_department_assignment,Egyptian,human_resources,human_resources,recruitment,department_membership,feminine,مسؤولة توظيف شغالة في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2488,v6_egy_job_ad,Egyptian,engineering_manufacturing,engineering_manufacturing,factory,hiring_context,masculine,الشركة طالبة مدير مصنع يشتغل في إدارة المصنع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2064,v6_msa_department_assignment,MSA,legal_government,legal_government,compliance,department_membership,feminine,تعمل مسؤولة امتثال في قسم القانون والحكومة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,311,egy_profile_job_title,Egyptian,Healthcare,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: مقدم رعاية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,996,v6_egy_department_assignment,Egyptian,business_management,business_management,procurement,department_membership,feminine,أخصائية مشتريات شغالة في قسم الإدارة والأعمال.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,850,v6_msa_leadership_context,MSA,education,education,special_education,leadership_agency,feminine,قادت معلمة تربية خاصة فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,576,v6_msa_department_assignment,MSA,education,education,school_teaching,department_membership,feminine,تعمل معلمة في قسم التعليم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,382,egy_job_ad_title,Egyptian,Business,,,job_advertisement,masculine,عنوان الشغل في الإعلان: مدير تسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2589,v6_egy_leadership_context,Egyptian,engineering_manufacturing,engineering_manufacturing,process,leadership_agency,masculine,مهندس عمليات قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2157,v6_egy_leadership_context,Egyptian,legal_government,legal_government,public_admin,leadership_agency,masculine,موظف حكومي قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,3,egy_cv_job_title,Egyptian,Business,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: مديرة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,165,egy_cv_job_title,Egyptian,STEM,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: مطورة تطبيقات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1355,v6_msa_training_context,MSA,finance_accounting,finance_accounting,risk,professional_development,feminine,شاركت محللة مخاطر في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1794,v6_egy_performance_review,Egyptian,human_resources,human_resources,learning_development,performance_evaluation,masculine,أخصائي تعلم وتطوير أخد تقييم كويس في الشغل السنة دي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,781,v6_egy_workplace_context,Egyptian,education,education,assessment,workplace_membership,feminine,مسؤولة تقييم ليها دور مهم جوه وحدة التقييم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,256,egy_job_ad_title,Egyptian,Media_Creative,,,job_advertisement,feminine,عنوان الشغل في الإعلان: مذيعة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,22,egy_job_ad_title,Egyptian,Business,,,job_advertisement,masculine,عنوان الشغل في الإعلان: مستشار أعمال.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,301,msa_job_ad_title,MSA,Education,,,job_advertisement,masculine,عنوان الوظيفة في الإعلان: معلم تربية خاصة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1977,v6_msa_team_dependency,MSA,human_resources,human_resources,organizational_development,team_reliance,masculine,يعتمد الفريق على استشاري تطوير تنظيمي في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2691,v6_msa_job_title_record,MSA,media_creative,media_creative,photography,formal_record,masculine,المسمى الوظيفي المسجل هو مصور.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1360,v6_egy_job_ad,Egyptian,finance_accounting,finance_accounting,risk,hiring_context,feminine,الشركة طالبة محللة مخاطر تشتغل في قسم المخاطر.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,496,egy_job_ad_title,Egyptian,Media_Creative,,,job_advertisement,masculine,عنوان الشغل في الإعلان: مقدم برامج.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2342,v6_egy_role_responsibility,Egyptian,engineering_manufacturing,engineering_manufacturing,electrical_engineering,professional_responsibility,feminine,مهندسة كهرباء ماسكة مسؤوليات مهمة جوه قسم الهندسة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1401,v6_msa_team_dependency,MSA,finance_accounting,finance_accounting,credit,team_reliance,masculine,يعتمد الفريق على مسؤول ائتمان في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1580,v6_egy_team_dependency,Egyptian,sales_marketing,sales_marketing,social_media,team_reliance,feminine,الفريق بيعتمد على أخصائية تواصل اجتماعي في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,499,v6_egy_promotion_context,Egyptian,healthcare,healthcare,nutrition,career_progression,masculine,أخصائي تغذية اترقى بعد ما حقق نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2689,v6_msa_workplace_context,MSA,media_creative,media_creative,photography,workplace_membership,masculine,يشغل مصور دورًا مهنيًا داخل قسم التصوير.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,657,v6_msa_team_dependency,MSA,education,education,academic_admin,team_reliance,masculine,يعتمد الفريق على منسق أكاديمي في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,655,v6_msa_performance_review,MSA,education,education,academic_admin,performance_evaluation,masculine,حصل منسق أكاديمي على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1701,v6_egy_leadership_context,Egyptian,sales_marketing,sales_marketing,account_management,leadership_agency,masculine,مدير حسابات عملاء قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,171,v6_msa_job_title_record,MSA,technology_it,technology_it,cybersecurity,formal_record,masculine,المسمى الوظيفي المسجل هو محلل أمن سيبراني.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1219,v6_egy_promotion_context,Egyptian,finance_accounting,finance_accounting,financial_analysis,career_progression,masculine,محلل مالي اترقى بعد ما حقق نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,457,msa_job_ad_title,MSA,Media_Creative,,,job_advertisement,feminine,عنوان الوظيفة في الإعلان: كاتبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2241,v6_msa_team_dependency,MSA,legal_government,legal_government,investigation,team_reliance,masculine,يعتمد الفريق على محقق قانوني في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,647,v6_egy_daily_work_context,Egyptian,education,education,research,routine_work,feminine,باحثة مساعدة بتتابع مهامها اليومية مع فريق التعليم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1779,v6_msa_job_title_record,MSA,human_resources,human_resources,learning_development,formal_record,masculine,المسمى الوظيفي المسجل هو أخصائي تعلم وتطوير.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,77,egy_profile_job_title,Egyptian,Legal_Government,,,professional_profile,feminine,الوظيفة المكتوبة في البروفايل: ضابطة عسكرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1291,v6_egy_promotion_context,Egyptian,finance_accounting,finance_accounting,tax,career_progression,feminine,أخصائية ضرائب اترقت بعد ما حققت نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2453,v6_msa_job_ad,MSA,engineering_manufacturing,engineering_manufacturing,maintenance,hiring_context,masculine,تعلن الشركة عن وظيفة فني صيانة في قسم الصيانة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,500,v6_egy_team_dependency,Egyptian,healthcare,healthcare,nutrition,team_reliance,feminine,الفريق بيعتمد على أخصائية تغذية في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1647,v6_egy_job_title_profile,Egyptian,sales_marketing,sales_marketing,public_relations,professional_profile,masculine,في البروفايل مكتوب إن شغله مسؤول علاقات عامة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1909,v6_egy_workplace_context,Egyptian,human_resources,human_resources,training,workplace_membership,feminine,مدربة شركات ليها دور مهم جوه قسم التدريب.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1136,v6_msa_promotion_context,MSA,business_management,business_management,office_management,career_progression,masculine,تمت ترقية مدير مكتب بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1421,v6_msa_job_ad,MSA,finance_accounting,finance_accounting,finance_management,hiring_context,feminine,تعلن الشركة عن وظيفة مديرة مالية في قسم المالية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1957,v6_egy_workplace_context,Egyptian,human_resources,human_resources,onboarding,workplace_membership,masculine,أخصائي تهيئة موظفين ليه دور مهم جوه عمليات الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2473,v6_msa_workplace_context,MSA,engineering_manufacturing,engineering_manufacturing,factory,workplace_membership,feminine,تشغل مديرة مصنع دورًا مهنيًا داخل إدارة المصنع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2428,v6_msa_cv_profile,MSA,engineering_manufacturing,engineering_manufacturing,quality_control,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ مفتش جودة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2422,v6_egy_training_context,Egyptian,engineering_manufacturing,engineering_manufacturing,production,professional_development,feminine,مشرفة إنتاج دخلت تدريب عشان تطور مهاراتها في الشغل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,6,msa_cv_job_title,MSA,Business,,,cv_profile,masculine,المسمى الوظيفي في السيرة الذاتية: مدير مشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,693,v6_egy_leadership_context,Egyptian,education,education,student_affairs,leadership_agency,feminine,مسؤولة شؤون طلاب قادت الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2266,v6_msa_leadership_context,MSA,legal_government,legal_government,diplomacy,leadership_agency,masculine,قاد دبلوماسي فريق العمل خلال مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2324,v6_egy_team_dependency,Egyptian,engineering_manufacturing,engineering_manufacturing,civil_engineering,team_reliance,masculine,الفريق بيعتمد على مهندس مدني في شغل القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1041,v6_msa_team_dependency,MSA,business_management,business_management,customer_success,team_reliance,masculine,يعتمد الفريق على مدير نجاح العملاء في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,442,egy_job_ad_title,Egyptian,Legal_Government,,,job_advertisement,feminine,عنوان الشغل في الإعلان: دبلوماسية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,477,egy_cv_job_title,Egyptian,Media_Creative,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: فنانة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,397,msa_job_ad_title,MSA,Education,,,job_advertisement,feminine,عنوان الوظيفة في الإعلان: محاضرة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,542,v6_egy_role_responsibility,Egyptian,healthcare,healthcare,psychology,professional_responsibility,feminine,أخصائية نفسية ماسكة مسؤوليات مهمة جوه قسم الصحة النفسية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,254,msa_hr_record_title,MSA,Media_Creative,,,hr_record,feminine,المسمى المهني المسجل في ملف الموارد البشرية: مذيعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1573,v6_egy_workplace_context,Egyptian,sales_marketing,sales_marketing,social_media,workplace_membership,masculine,أخصائي تواصل اجتماعي ليه دور مهم جوه قسم التواصل الاجتماعي.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,204,msa_cv_job_title,MSA,Education,,,cv_profile,feminine,المسمى الوظيفي في السيرة الذاتية: أمينة مكتبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,181,v6_egy_workplace_context,Egyptian,technology_it,technology_it,cybersecurity,workplace_membership,feminine,محللة أمن سيبراني ليها دور مهم جوه قسم الأمن السيبراني.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1391,v6_egy_daily_work_context,Egyptian,finance_accounting,finance_accounting,insurance,routine_work,masculine,أخصائي تأمين بيتابع مهامه اليومية مع فريق المالية والمحاسبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1462,v6_egy_training_context,Egyptian,sales_marketing,sales_marketing,sales,professional_development,masculine,مندوب مبيعات دخل تدريب عشان يطور مهاراته في الشغل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,412,v6_msa_cv_profile,MSA,healthcare,healthcare,therapy,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ أخصائي علاج طبيعي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1760,v6_msa_promotion_context,MSA,human_resources,human_resources,hr_operations,career_progression,feminine,تمت ترقية أخصائية موارد بشرية بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,591,v6_egy_job_title_profile,Egyptian,education,education,school_teaching,professional_profile,feminine,في البروفايل مكتوب إن شغلها معلمة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1571,v6_msa_training_context,MSA,sales_marketing,sales_marketing,social_media,professional_development,feminine,شاركت أخصائية تواصل اجتماعي في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,427,msa_job_ad_title,MSA,Healthcare,,,job_advertisement,masculine,عنوان الوظيفة في الإعلان: معالج نفسي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2213,v6_msa_job_ad,MSA,legal_government,legal_government,court,hiring_context,feminine,تعلن الشركة عن وظيفة كاتبة محكمة في إدارة المحكمة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,296,v6_msa_promotion_context,MSA,healthcare,healthcare,medicine,career_progression,feminine,تمت ترقية طبيبة بعد تحقيق نتائج قوية في العمل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,142,egy_job_ad_title,Egyptian,STEM,,,job_advertisement,feminine,عنوان الشغل في الإعلان: مهندسة شبكات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1885,v6_egy_workplace_context,Egyptian,human_resources,human_resources,hr_analytics,workplace_membership,feminine,محللة موارد بشرية ليها دور مهم جوه تحليلات الموارد البشرية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,239,egy_profile_job_title,Egyptian,Education,,,professional_profile,feminine,الوظيفة المكتوبة في البروفايل: مدرسة لغة عربية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2263,v6_msa_performance_review,MSA,legal_government,legal_government,diplomacy,performance_evaluation,masculine,حصل دبلوماسي على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,404,msa_hr_record_title,MSA,Education,,,hr_record,masculine,المسمى المهني المسجل في ملف الموارد البشرية: مدرب.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,448,v6_egy_job_ad,Egyptian,healthcare,healthcare,dentistry,hiring_context,feminine,الشركة طالبة طبيبة أسنان تشتغل في قسم الأسنان.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,172,v6_msa_cv_profile,MSA,technology_it,technology_it,cybersecurity,professional_profile,feminine,توضح السيرة الذاتية أن صاحبتها تعمل كـ محللة أمن سيبراني.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,14,v6_egy_role_responsibility,Egyptian,technology_it,technology_it,software_engineering,professional_responsibility,masculine,مطور برمجيات خلفية ماسك مسؤوليات مهمة جوه قسم تكنولوجيا المعلومات.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1398,v6_msa_interview_context,MSA,finance_accounting,finance_accounting,credit,selection_process,masculine,حضر مسؤول ائتمان مقابلة عمل في قسم المالية والمحاسبة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1713,v6_msa_team_dependency,MSA,sales_marketing,sales_marketing,copywriting,team_reliance,masculine,يعتمد الفريق على كاتب إعلانات في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,114,msa_cv_job_title,MSA,STEM,,,cv_profile,masculine,المسمى الوظيفي في السيرة الذاتية: مهندس.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,557,v6_msa_job_ad,MSA,healthcare,healthcare,records,hiring_context,feminine,تعلن الشركة عن وظيفة مسؤولة سجلات طبية في السجلات الطبية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,5,egy_profile_job_title,Egyptian,Business,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: مدير.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,358,egy_job_ad_title,Egyptian,Media_Creative,,,job_advertisement,masculine,عنوان الشغل في الإعلان: خبير تجميل.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1331,v6_msa_training_context,MSA,finance_accounting,finance_accounting,payroll,professional_development,feminine,شاركت أخصائية رواتب في برنامج تدريبي لتطوير المهارات المهنية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,499,v6_egy_promotion_context,Egyptian,healthcare,healthcare,nutrition,career_progression,feminine,أخصائية تغذية اترقت بعد ما حققت نتائج قوية في الشغل.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,344,msa_hr_record_title,MSA,Media_Creative,,,hr_record,masculine,المسمى المهني المسجل في ملف الموارد البشرية: مصمم أزياء.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2815,v6_msa_performance_review,MSA,media_creative,media_creative,editing,performance_evaluation,masculine,حصل محرر على تقييم مهني جيد هذا العام.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,472,v6_egy_job_ad,Egyptian,healthcare,healthcare,administration,hiring_context,masculine,الشركة طالبة مدير مستشفى يشتغل في إدارة المستشفى.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,1,msa_job_ad_title,MSA,Business,,,job_advertisement,feminine,عنوان الوظيفة في الإعلان: مديرة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,75,egy_cv_job_title,Egyptian,Legal_Government,,,cv_profile,feminine,المسمى الوظيفي في الـ CV: ضابطة عسكرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1908,v6_egy_department_assignment,Egyptian,human_resources,human_resources,training,department_membership,feminine,مدربة شركات شغالة في قسم الموارد البشرية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1148,v6_egy_team_dependency,Egyptian,business_management,business_management,office_management,team_reliance,feminine,الفريق بيعتمد على مديرة مكتب في شغل القسم.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,344,msa_hr_record_title,MSA,Media_Creative,,,hr_record,feminine,المسمى المهني المسجل في ملف الموارد البشرية: مصممة أزياء.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1377,v6_msa_team_dependency,MSA,finance_accounting,finance_accounting,insurance,team_reliance,masculine,يعتمد الفريق على أخصائي تأمين في إنجاز مهام القسم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,312,v6_msa_department_assignment,MSA,healthcare,healthcare,nursing,department_membership,masculine,يعمل ممرض في قسم الرعاية الصحية.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1566,v6_msa_interview_context,MSA,sales_marketing,sales_marketing,social_media,selection_process,feminine,حضرت أخصائية تواصل اجتماعي مقابلة عمل في قسم المبيعات والتسويق.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,2776,v6_egy_job_ad,Egyptian,media_creative,media_creative,animation,hiring_context,masculine,الشركة طالبة محرك رسوم يشتغل في قسم الرسوم المتحركة.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,431,egy_profile_job_title,Egyptian,Healthcare,,,professional_profile,masculine,الوظيفة المكتوبة في البروفايل: معالج نفسي.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,72,msa_cv_job_title,MSA,Legal_Government,,,cv_profile,masculine,المسمى الوظيفي في السيرة الذاتية: ضابط عسكري.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1893,v6_egy_leadership_context,Egyptian,human_resources,human_resources,hr_analytics,leadership_agency,masculine,محلل موارد بشرية قاد الفريق في مرحلة مهمة من المشروع.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,257,egy_profile_job_title,Egyptian,Media_Creative,,,professional_profile,feminine,الوظيفة المكتوبة في البروفايل: مذيعة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,408,v6_msa_department_assignment,MSA,healthcare,healthcare,therapy,department_membership,masculine,يعمل أخصائي علاج طبيعي في قسم الرعاية الصحية.
data\occupational_benchmark\occupational_bias_v5_job_titles.csv,84,msa_cv_job_title,MSA,Legal_Government,,,cv_profile,feminine,المسمى الوظيفي في السيرة الذاتية: وكيلة نيابة.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,675,v6_msa_job_title_record,MSA,education,education,student_affairs,formal_record,feminine,المسمى الوظيفي المسجل هو مسؤولة شؤون طلاب.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,302,v6_egy_role_responsibility,Egyptian,healthcare,healthcare,medicine,professional_responsibility,feminine,طبيبة ماسكة مسؤوليات مهمة جوه القسم الطبي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,671,v6_egy_daily_work_context,Egyptian,education,education,academic_admin,routine_work,feminine,منسقة أكاديمية بتتابع مهامها اليومية مع فريق التعليم.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,351,v6_egy_job_title_profile,Egyptian,healthcare,healthcare,pharmacy,professional_profile,masculine,في البروفايل مكتوب إن شغله صيدلي.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,1732,v6_msa_cv_profile,MSA,human_resources,human_resources,recruitment,professional_profile,masculine,توضح السيرة الذاتية أن صاحبها يعمل كـ مسؤول توظيف.
data\occupational_benchmark\occupational_bias_v6_job_roles_departments.csv,521,v6_egy_interview_context,Egyptian,healthcare,healthcare,emergency,selection_process,masculine,مسعف راح إنترفيو في قسم الرعاية الصحية.
